N,compute_latency_proxy,conservative_high_N_gate,contact_failure_rate,contact_feasibility_penalty,deployment_gate,energy_evaluations,energy_utility_rank_correlation,exact_expected_utility,exact_law_abs_error,gate_selected_N,high_n_regret,invalid_action_rate,jerk_smoothness_penalty,learned_model,low_energy_tail_contact_failure_rate,low_energy_tail_invalid_rate,low_energy_tail_real_utility,low_energy_tail_support_distance,marginal_utility_per_added_candidate,mc_ci_high,mc_ci_low,mc_mean_utility,model,oracle_minus_energy_gap,recovery_ge_95,repair_recovery_ratio,repair_recovery_ratio_reported,requested_N,seed,selected_energy,selected_real_utility,selected_score,success_rate,support_distance,support_distance_reduced,tail_rank_correlation,tail_rank_improved,task,utility_not_degraded,is_repair_model,source_repair_model
256,256.0,0,0.877046817267874,0.877046817267874,collect_pilot_labels,256,-0.0354935147469901,-1.3002305630676998,0.013464141817868924,256,2.9798863994179077,0.9906689427565144,0.000943345854803314,pytorch_mlp_ibc_ebm,0.7516531199537532,0.828125,-0.9095334246162541,0.7922816308605045,-0.0004915290612903956,-1.2472380638574831,-1.3262947786421786,-1.2867664212498309,raw_numpy_ebm,2.9798863994179077,0,-39.009132075653575,0.0,256,0,-2.372476178485632,-1.3002305630676998,2.372476178485632,0.008806724521642944,0.904830914947993,0,-0.19125457875457874,0,multimodal,0,0,
512,512.0,0,0.8825825818221864,0.8825825818221864,collect_pilot_labels,512,-0.0354935147469901,-1.316420844195735,0.02167442465080094,512,3.003022481284992,0.9993045776983054,0.00039079327080655986,pytorch_mlp_ibc_ebm,0.7516531199537532,0.828125,-0.9095334246162541,0.7922816308605045,-6.324328565638759e-05,-1.2584593865526654,-1.3310334525372027,-1.294746419544934,raw_numpy_ebm,3.003022481284992,0,-53.61143593684929,0.0,512,0,-2.4377231994136674,-1.316420844195735,2.4377231994136674,0.0006923755795472007,0.9101369020783127,0,-0.19125457875457874,0,multimodal,0,0,
1,1.0,0,0.18164307883194658,0.18164307883194658,stop_early,1,0.9752718237863429,0.374180244313314,0.010723628868719248,1,3.885780586188048e-16,0.22265624999999994,0.18376668838616295,pytorch_mlp_ibc_ebm,0.1816430788319466,0.22265625,0.37418024431331437,0.45137778569216835,-3.885780586188048e-16,0.4801585231126836,0.24675470777650585,0.36345661544459473,calibrated_torch,3.885780586188048e-16,1,1.0,1.0,1,0,-0.3893020458430557,0.374180244313314,0.3893020458430557,0.4101562499999999,0.4513777856921686,1,0.9752718237863429,1,multimodal,1,1,
2,2.0,0,0.03958568545029695,0.03958568545029695,stop_early,2,0.9752718237863429,0.9147656959866666,0.006327358402993699,2,0.009574758002771744,0.05910661485460079,0.1492586552935816,pytorch_mlp_ibc_ebm,0.003182794229874898,0.013020833333333334,1.1572707229974684,0.19550180223076538,0.5405854516733526,0.9913386746202587,0.8508474341590618,0.9210930543896603,calibrated_torch,0.009574758002771744,1,0.9753397439981704,0.9753397439981704,2,0,-0.9118470731785066,0.9147656959866666,0.9118470731785066,0.6425493028428816,0.2782316710568873,1,0.8539518688233588,1,multimodal,1,1,
4,4.0,0,0.004633147112465524,0.004633147112465524,stop_early,4,0.9752718237863429,1.2396431391502087,0.019604806592303126,4,0.022685672232221066,0.014272909654220994,0.0930388158517494,pytorch_mlp_ibc_ebm,0.0025709366452189787,0.010416666666666666,1.3865851477336804,0.13815798355602035,0.16243872158177108,1.2987319493167455,1.2197639421682782,1.2592479457425119,calibrated_torch,0.022685672232221066,0,0.9453699773124549,0.9453699773124549,4,0,-1.1801065524804162,1.2396431391502087,1.1801065524804162,0.856675585685154,0.176679772088572,1,0.7393588298124851,1,multimodal,1,1,
8,8.0,0,0.0024743625996325944,0.0024743625996325944,stop_early,8,0.9752718237863429,1.4149289688775633,0.007978681371413776,8,0.03280208735660528,0.013212305747514091,0.05848772232313901,pytorch_mlp_ibc_ebm,0.0020858599334380363,0.015625,1.5024164340841368,0.10517288385213358,0.04382145743183863,1.433109937792215,1.380790637220084,1.4069502875061495,calibrated_torch,0.03280208735660528,0,0.8632416248002903,0.8632416248002903,8,0,-1.2988466237999508,1.4149289688775633,1.2988466237999508,0.9634395701035628,0.12814847380525612,1,0.7175979301738871,1,multimodal,1,1,
16,16.0,0,0.0024300257973861646,0.0024300257973861646,stop_early,16,0.9752718237863429,1.5200637591403336,0.01175400923384795,16,0.0333834669862596,0.017053840246161037,0.039076012256665585,pytorch_mlp_ibc_ebm,0.0024414105564572997,0.020833333333333332,1.5858713626631806,0.07635864468894725,0.0131418487828463,1.5265720814180355,1.490047418394936,1.5083097499064857,calibrated_torch,0.0333834669862596,0,0.8000777434535924,0.8000777434535924,16,0,-1.3705260291320545,1.5200637591403336,1.3705260291320545,0.9817847060593512,0.09696922998196378,1,0.6048019533369506,1,multimodal,1,1,
32,32.0,0,0.002610689091386936,0.002610689091386936,stop_early,32,0.9752718237863429,1.5866908457227225,0.006444839754600862,32,0.026861193714804,0.020944197324926802,0.026372863627192655,pytorch_mlp_ibc_ebm,0.0034045669019546025,0.03125,1.60523094640223,0.06811777978582118,0.0041641929113993,1.6044530821569378,1.5818182887977088,1.5931356854773233,calibrated_torch,0.026861193714804,0,0.8142213805273287,0.8142213805273287,32,0,-1.4220141624212306,1.5866908457227225,1.4220141624212306,0.9790501381768428,0.07376511415054707,1,0.7035714285714286,1,multimodal,1,1,
64,64.0,0,0.002444861348005034,0.002444861348005034,stop_early,64,0.9752718237863429,1.6289651926105078,0.0071068299857453,64,0.019008677382340133,0.01963112778390075,0.018581278383188765,pytorch_mlp_ibc_ebm,0.0034045669019546025,0.03125,1.60523094640223,0.06811777978582118,0.0013210733402432909,1.6428158197077165,1.6293282254847896,1.636072022596253,calibrated_torch,0.019008677382340133,0,0.8383602946603449,0.8383602946603449,64,0,-1.4599342271530387,1.6289651926105078,1.4599342271530387,0.9803688718409675,0.056425925590083956,1,0.7035714285714286,1,multimodal,1,1,
128,128.0,0,0.001470034974009569,0.001470034974009569,stop_early,128,0.9752718237863429,1.655749863058328,0.006870108819868159,128,0.012363792870590418,0.009124501031085738,0.015255992733088182,pytorch_mlp_ibc_ebm,0.0034045669019546025,0.03125,1.60523094640223,0.06811777978582118,0.00041851047574719205,1.6542381958641197,1.6435213126128,1.64887975423846,calibrated_torch,0.012363792870590418,0,0.8690625501380697,0.8690625501380697,128,0,-1.4868845033811648,1.655749863058328,1.4868845033811648,0.9908754989689144,0.04388378072478386,1,0.7035714285714286,1,multimodal,1,1,
256,256.0,0,0.0006717746704120646,0.0006717746704120646,stop_early,256,0.9752718237863429,1.6711251813285521,0.0007332664114969578,256,0.00853065502165573,0.0010200165271804559,0.014164292329275286,pytorch_mlp_ibc_ebm,0.0034045669019546025,0.03125,1.60523094640223,0.06811777978582118,0.00012011967398612572,1.6741585343117913,1.669558361168307,1.671858447740049,calibrated_torch,0.00853065502165573,0,0.8854640554351562,0.8854640554351562,256,0,-1.504626763398424,1.6711251813285521,1.504626763398424,0.9989799834728195,0.03549515919071693,1,0.7035714285714286,1,multimodal,1,1,
512,512.0,0,0.0005460295931108419,0.0005460295931108419,stop_early,512,0.9752718237863429,1.6777641381485944,4.364435428994007e-05,512,0.008837498940662547,7.1060608379356315e-06,0.013163986419864715,pytorch_mlp_ibc_ebm,0.0034045669019546025,0.03125,1.60523094640223,0.06811777978582118,2.593342507828996e-05,1.6790973761593821,1.6763436114292267,1.6777204937943044,calibrated_torch,0.008837498940662547,0,0.8392857495247715,0.8392857495247715,512,0,-1.5153782147732795,1.6777641381485944,1.5153782147732795,0.9999928939391621,0.03155905750382763,1,0.7035714285714286,1,multimodal,1,1,
1,1.0,0,0.18164307883194733,0.18164307883194733,stop_early,1,0.48257494889892955,0.3741802443133125,0.01072362886871775,1,1.887379141862766e-15,0.22265625000000067,0.18376668838616278,pytorch_mlp_ibc_ebm,0.1816430788319466,0.22265625,0.37418024431331437,0.45137778569216835,-1.887379141862766e-15,0.4801585231126836,0.24675470777650585,0.36345661544459473,value_shaped_torch,1.887379141862766e-15,1,1.0,1.0,1,0,22.692549952344486,0.3741802443133125,-22.692549952344486,0.41015624999999956,0.45137778569216896,1,0.48257494889892955,1,multimodal,1,1,
2,2.0,0,0.18916595417361437,0.18916595417361437,stop_early,2,0.48257494889892955,0.5667959135233587,0.04593264324028168,2,0.35754454046607964,0.22788153754340335,0.06676138738540334,pytorch_mlp_ibc_ebm,0.22640002533395812,0.265625,0.5407558839953039,0.3805472178652158,0.1926156692100462,0.643137485008891,0.398589055557263,0.520863270283077,value_shaped_torch,0.35754454046607964,0,0.07912660587376363,0.07912660587376363,2,0,10.52434505381112,0.5667959135233587,-10.52434505381112,0.569989522298177,0.37841316126559665,1,0.7636869980485671,1,multimodal,1,1,
4,4.0,0,0.11288942011250398,0.11288942011250398,stop_early,4,0.48257494889892955,0.9037315957681747,0.00790618444419311,4,0.35859721561425506,0.1382455008469506,0.03852282810682184,pytorch_mlp_ibc_ebm,0.0027137562065815296,0.0078125,1.2740050107037684,0.1744660426211322,0.16846784112240804,0.9961257685402704,0.7955250541076929,0.8958254113239816,value_shaped_torch,0.35859721561425506,0,0.1364516852679888,0.1364516852679888,4,0,6.239871661937519,0.9037315957681747,-6.239871661937519,0.7488933472939401,0.27954757022043497,1,0.39700989284866567,1,multimodal,1,1,
8,8.0,0,0.0258289187923955,0.0258289187923955,stop_early,8,0.48257494889892955,1.2403916415539076,0.018626061317676523,8,0.20733941468026096,0.03496530603003576,0.028472429892938224,pytorch_mlp_ibc_ebm,0.0010557998495223126,0.005208333333333333,1.3630751699594128,0.15110197931163763,0.08416501144643321,1.3087941910469176,1.2092412146962506,1.259017702871584,value_shaped_torch,0.20733941468026096,0,0.13556106481067276,0.13556106481067276,8,0,3.764472476339377,1.2403916415539076,-3.764472476339377,0.8937746927960419,0.18407854662737622,1,0.44730319019070613,1,multimodal,1,1,
16,16.0,0,0.001948755046028669,0.001948755046028669,stop_early,16,0.48257494889892955,1.394440891170988,0.01698891847121664,16,0.15900633495560523,0.004162824133992562,0.02054736283705533,pytorch_mlp_ibc_ebm,0.0001589014201188582,0.0,1.462811711510774,0.12161836413950251,0.019256156202135055,1.4094431961775877,1.345460749221955,1.3774519726997714,value_shaped_torch,0.15900633495560523,0,0.04776501186701857,0.04776501186701857,16,0,2.2279176298914907,1.394440891170988,-2.2279176298914907,0.9624483971444019,0.1407280750789225,1,0.4264378730330982,1,multimodal,1,1,
32,32.0,0,0.0003659223098316993,0.0003659223098316993,stop_early,32,0.48257494889892955,1.4753280300328202,0.0002786111535184599,32,0.13822400940470625,0.0005897293603294625,0.01561927053626802,pytorch_mlp_ibc_ebm,0.00016521397335081373,0.0,1.499443950234125,0.11021414383563974,0.005055446178864512,1.4992771625872765,1.4519361197854008,1.4756066411863387,value_shaped_torch,0.13822400940470625,0,0.04400876901344273,0.04400876901344273,32,0,1.3369917561931128,1.4753280300328202,-1.3369917561931128,0.9903571879232458,0.11655671602177056,1,0.4568223443223443,1,multimodal,1,1,
64,64.0,0,0.00014412069168603838,0.00014412069168603838,stop_early,64,0.48257494889892955,1.5367212478903718,0.006216595982185824,64,0.1112526221024761,1.437742630367538e-05,0.011849587481147731,pytorch_mlp_ibc_ebm,0.00016521397335081373,0.0,1.499443950234125,0.11021414383563974,0.001918538058048487,1.5611338126755918,1.5247418750695234,1.5429378438725576,value_shaped_torch,0.1112526221024761,0,0.05396673881081115,0.05396673881081115,64,0,0.7760354014454124,1.5367212478903718,-0.7760354014454124,0.9990797247887426,0.09644637872777054,1,0.4568223443223443,1,multimodal,1,1,
128,128.0,0,8.199214616581464e-05,8.199214616581464e-05,stop_early,128,0.48257494889892955,1.5806915441140137,0.002672756918297159,128,0.08742211181490478,4.769656612664892e-09,0.008478666221732696,pytorch_mlp_ibc_ebm,0.00016521397335081373,0.0,1.499443950234125,0.11021414383563974,0.0006870358784944047,1.5924684548835546,1.5635691195078785,1.5780187871957165,value_shaped_torch,0.08742211181490478,0,0.07416530652041484,0.07416530652041484,128,0,0.3903887275016338,1.5806915441140137,-0.3903887275016338,0.9999886682500925,0.08067091848616001,1,0.4568223443223443,1,multimodal,1,1,
256,256.0,0,4.142591072580589e-05,4.142591072580589e-05,stop_early,256,0.48257494889892955,1.6141963155150059,0.010169665862566069,256,0.06545952083520201,3.1977656208021287e-16,0.0058533295694571715,pytorch_mlp_ibc_ebm,0.00016521397335081373,0.0,1.499443950234125,0.11021414383563974,0.00026175602657025135,1.6334528279375404,1.6152791348176034,1.624365981377572,value_shaped_torch,0.06545952083520201,0,0.12111461188044392,0.12111461188044392,256,0,0.12263806523244243,1.6141963155150059,-0.12263806523244243,0.9999999983451797,0.06745066837494379,1,0.4568223443223443,1,multimodal,1,1,
512,512.0,0,2.0957651385650283e-05,2.0957651385650283e-05,stop_early,512,0.48257494889892955,1.6426543247481278,0.0021939543389566385,512,0.04394731234112914,9.466843425848851e-31,0.0041022809853638285,pytorch_mlp_ibc_ebm,0.00016521397335081373,0.0,1.499443950234125,0.11021414383563974,0.00011116409856688249,1.6524343499056386,1.6372622082685302,1.6448482790870844,value_shaped_torch,0.04394731234112914,0,0.20079658162022068,0.20079658162022068,512,0,-0.04340023611792708,1.6426543247481278,0.04340023611792708,1.0,0.05485763677780175,1,0.4568223443223443,1,multimodal,1,1,
1,1.0,0,0.18164307883194653,0.18164307883194653,stop_early,1,0.4805359029392255,0.3741802443133149,0.010723628868720192,1,-5.551115123125783e-16,0.22265624999999972,0.18376668838616278,pytorch_mlp_ibc_ebm,0.1816430788319466,0.22265625,0.37418024431331437,0.45137778569216835,5.551115123125783e-16,0.4801585231126836,0.24675470777650585,0.36345661544459473,support_penalized_torch,-5.551115123125783e-16,1,1.0,1.0,1,0,22.95694090819898,0.3741802443133149,-22.95694090819898,0.41015625000000033,0.45137778569216835,1,0.4805359029392255,1,multimodal,1,1,
2,2.0,0,0.19106518842199585,0.19106518842199585,stop_early,2,0.4805359029392255,0.5638682097782788,0.04300493949520179,2,0.36047224421115953,0.22975497775607595,0.06690994023906291,pytorch_mlp_ibc_ebm,0.23523045369299114,0.2747395833333333,0.5200427973211891,0.38632155348308284,0.18968796546496386,0.643137485008891,0.398589055557263,0.520863270283077,support_penalized_torch,0.36047224421115953,0,0.07158616215390327,0.07158616215390327,2,0,10.73186921812126,0.5638682097782788,-10.73186921812126,0.570298936631945,0.37889826031187596,1,0.770508191652411,1,multimodal,1,1,
4,4.0,0,0.11643410124584698,0.11643410124584698,stop_early,4,0.4805359029392255,0.8986652936125454,0.007053709629237348,4,0.36366351776988437,0.14188990141495006,0.038502617618106,pytorch_mlp_ibc_ebm,0.00270162927684333,0.0078125,1.2805693692282722,0.17223949450413775,0.16739854191713333,0.9933776577686586,0.7898455101979576,0.8916115839833081,support_penalized_torch,0.36366351776988437,0,0.12425137668242783,0.12425137668242783,4,0,6.433026819448626,0.8986652936125454,-6.433026819448626,0.7494762832375053,0.280617271382521,1,0.41700370452002306,1,multimodal,1,1,
8,8.0,0,0.027596423128842768,0.027596423128842768,stop_early,8,0.4805359029392255,1.2425743537729967,0.024572961587362663,8,0.2051567024611718,0.037169782989934196,0.028636447424507362,pytorch_mlp_ibc_ebm,0.001001616668457869,0.005208333333333333,1.3751365173882462,0.14715192777777428,0.08597726504011283,1.316606592185253,1.2176880385354658,1.2671473153603594,support_penalized_torch,0.2051567024611718,0,0.14466122277824417,0.14466122277824417,8,0,3.9551467894787633,1.2425743537729967,-3.9551467894787633,0.8963940173676844,0.18313212346290883,1,0.4593070965466728,1,multimodal,1,1,
16,16.0,0,0.0020886448921856844,0.0020886448921856844,stop_early,16,0.4805359029392255,1.4040543926421656,0.015444782923814238,16,0.14939283348442767,0.004894783439810726,0.020925442245291866,pytorch_mlp_ibc_ebm,0.00015837497356075586,0.0,1.4710167774776546,0.11905078989345368,0.020185004858646105,1.4197400081035383,1.3574792113331644,1.3886096097183513,support_penalized_torch,0.14939283348442767,0,0.10533701025236011,0.10533701025236011,16,0,2.3974985506908055,1.4040543926421656,-2.3974985506908055,0.9660593782482912,0.13760259914236855,1,0.47683125339120996,1,multimodal,1,1,
32,32.0,0,0.0003648325938930523,0.0003648325938930523,stop_early,32,0.4805359029392255,1.4874380263846494,0.0026626910614397925,32,0.12611401305287706,0.0008858868979054057,0.016101401133706967,pytorch_mlp_ibc_ebm,0.0001676306902517023,0.0,1.504340624181008,0.10873439774590643,0.005211477108905238,1.5125690704575572,1.4676323644346212,1.4901007174460892,support_penalized_torch,0.12611401305287706,0,0.12776448098770216,0.12776448098770216,32,0,1.4788946074640779,1.4874380263846494,-1.4788946074640779,0.9923768454984485,0.11251457937720637,1,0.559981684981685,1,multimodal,1,1,
