benchmark,task,seed,N,model,raw_utility,repair_utility,oracle_utility,oracle_minus_raw_gap,repair_recovery_ratio,repair_recovery_ratio_reported,recovery_ge_95,utility_not_degraded,tail_rank_improved,support_distance_reduced,gate_selected_N,requested_N,deployment_gate
,contact_push,0,1,calibrated,0.71872372322257,0.7187237232225706,0.7187237232225707,6.661338147750939e-16,1.0,1.0,1,1,1,1,1,1,stop_early
,contact_push,0,1,calibrated_support_penalized,0.71872372322257,0.7187237232225707,0.7187237232225707,6.661338147750939e-16,1.0,1.0,1,1,1,1,1,1,stop_early
,contact_push,0,1,calibrated_support_penalized_conservative_gate,0.71872372322257,0.7187237232225707,0.7187237232225707,6.661338147750939e-16,1.0,1.0,1,1,1,1,1,1,stop_early
,contact_push,0,1,oracle,0.71872372322257,0.7187237232225707,0.7187237232225707,6.661338147750939e-16,1.0,1.0,1,1,1,1,1,1,stop_early
,contact_push,0,1,oracle_value_shaped_upper,0.71872372322257,0.718723723222571,0.7187237232225707,6.661338147750939e-16,1.0,1.0,1,1,1,1,1,1,stop_early
,contact_push,0,1,random,0.71872372322257,0.7187237232225709,0.7187237232225707,6.661338147750939e-16,1.0,1.0,1,1,1,1,1,1,collect_pilot_labels
,contact_push,0,1,raw_ebm,0.71872372322257,0.71872372322257,0.7187237232225707,6.661338147750939e-16,1.0,1.0,1,1,1,1,1,1,collect_pilot_labels
,contact_push,0,1,support_penalized,0.71872372322257,0.7187237232225724,0.7187237232225707,6.661338147750939e-16,1.0,1.0,1,1,1,1,1,1,stop_early
,contact_push,0,1,support_penalized_conservative_gate,0.71872372322257,0.7187237232225724,0.7187237232225707,6.661338147750939e-16,1.0,1.0,1,1,1,1,1,1,stop_early
,contact_push,0,1,value_shaped,0.71872372322257,0.718723723222571,0.7187237232225707,6.661338147750939e-16,1.0,1.0,1,1,1,1,1,1,stop_early
,contact_push,0,2,calibrated,0.35329723033528543,1.3618008083977051,1.3736713801416585,1.020374149806373,0.9883664519076596,0.9883664519076596,1,1,1,1,2,2,stop_early
,contact_push,0,2,calibrated_support_penalized,0.35329723033528543,1.3576980491757076,1.3736713801416585,1.020374149806373,0.9843456138427439,0.9843456138427439,1,1,1,1,2,2,stop_early
,contact_push,0,2,calibrated_support_penalized_conservative_gate,0.35329723033528543,1.3576980491757076,1.3736713801416585,1.020374149806373,0.9843456138427439,0.9843456138427439,1,1,1,1,2,2,stop_early
,contact_push,0,2,oracle,0.35329723033528543,1.3736713801416585,1.3736713801416585,1.020374149806373,1.0,1.0,1,1,1,1,2,2,stop_early
,contact_push,0,2,oracle_value_shaped_upper,0.35329723033528543,1.370868611163105,1.3736713801416585,1.020374149806373,0.99725319484124,0.99725319484124,1,1,1,1,2,2,stop_early
,contact_push,0,2,random,0.35329723033528543,0.7187237232225709,1.3736713801416585,1.020374149806373,0.35812990064147465,0.35812990064147465,0,1,1,1,2,2,collect_pilot_labels
,contact_push,0,2,raw_ebm,0.35329723033528543,0.35329723033528543,1.3736713801416585,1.020374149806373,0.0,0.0,0,1,1,1,2,2,collect_pilot_labels
,contact_push,0,2,support_penalized,0.35329723033528543,0.7394438083500239,1.3736713801416585,1.020374149806373,0.37843626094213967,0.37843626094213967,0,1,1,1,2,2,stop_early
,contact_push,0,2,support_penalized_conservative_gate,0.35329723033528543,0.7394438083500239,1.3736713801416585,1.020374149806373,0.37843626094213967,0.37843626094213967,0,1,1,1,2,2,stop_early
,contact_push,0,2,value_shaped,0.35329723033528543,1.036659458037014,1.3736713801416585,1.020374149806373,0.6697173069617689,0.6697173069617689,0,1,1,1,2,2,stop_early
,contact_push,0,4,calibrated,-0.2994864188794506,1.7000454503587639,1.7252433740530981,2.0247297929325487,0.9875549202751452,0.9875549202751452,1,1,1,1,4,4,stop_early
,contact_push,0,4,calibrated_support_penalized,-0.2994864188794506,1.695285748090582,1.7252433740530981,2.0247297929325487,0.9852041363410144,0.9852041363410144,1,1,1,1,4,4,stop_early
,contact_push,0,4,calibrated_support_penalized_conservative_gate,-0.2994864188794506,1.695285748090582,1.7252433740530981,2.0247297929325487,0.9852041363410144,0.9852041363410144,1,1,1,1,4,4,stop_early
,contact_push,0,4,oracle,-0.2994864188794506,1.7252433740530981,1.7252433740530981,2.0247297929325487,1.0,1.0,1,1,1,1,4,4,stop_early
,contact_push,0,4,oracle_value_shaped_upper,-0.2994864188794506,1.7201146387751718,1.7252433740530981,2.0247297929325487,0.9974669532221886,0.9974669532221886,1,1,1,1,4,4,stop_early
,contact_push,0,4,random,-0.2994864188794506,0.7187237232225709,1.7252433740530981,2.0247297929325487,0.5028869262733973,0.5028869262733973,0,1,1,1,4,4,collect_pilot_labels
,contact_push,0,4,raw_ebm,-0.2994864188794506,-0.2994864188794506,1.7252433740530981,2.0247297929325487,0.0,0.0,0,1,1,1,4,4,collect_pilot_labels
,contact_push,0,4,support_penalized,-0.2994864188794506,0.8841607527946563,1.7252433740530981,2.0247297929325487,0.584595127609474,0.584595127609474,0,1,1,1,4,4,stop_early
,contact_push,0,4,support_penalized_conservative_gate,-0.2994864188794506,0.7394438083500239,1.7252433740530981,2.0247297929325487,0.5131204325910194,0.5131204325910194,0,1,1,1,2,4,stop_early
,contact_push,0,4,value_shaped,-0.2994864188794506,1.3902084877474454,1.7252433740530981,2.0247297929325487,0.8345285936547613,0.8345285936547613,0,1,1,1,4,4,stop_early
,contact_push,0,8,calibrated,-0.9619611828642285,1.8413433723373478,1.8779567838514246,2.839917966715653,0.9871075812952371,0.9871075812952371,1,1,1,1,8,8,stop_early
,contact_push,0,8,calibrated_support_penalized,-0.9619611828642285,1.8371792905616764,1.8779567838514246,2.839917966715653,0.9856413129647872,0.9856413129647872,1,1,1,1,8,8,stop_early
,contact_push,0,8,calibrated_support_penalized_conservative_gate,-0.9619611828642285,1.8371792905616764,1.8779567838514246,2.839917966715653,0.9856413129647872,0.9856413129647872,1,1,1,1,8,8,stop_early
,contact_push,0,8,oracle,-0.9619611828642285,1.8779567838514246,1.8779567838514246,2.839917966715653,1.0,1.0,1,1,1,1,8,8,stop_early
,contact_push,0,8,oracle_value_shaped_upper,-0.9619611828642285,1.8720777834115916,1.8779567838514246,2.839917966715653,0.9979298696269624,0.9979298696269624,1,1,1,1,8,8,stop_early
,contact_push,0,8,random,-0.9619611828642285,0.7187237232225709,1.8779567838514246,2.839917966715653,0.5918075542268219,0.5918075542268219,0,1,0,1,8,8,collect_pilot_labels
,contact_push,0,8,raw_ebm,-0.9619611828642285,-0.9619611828642285,1.8779567838514246,2.839917966715653,0.0,0.0,0,1,1,1,8,8,collect_pilot_labels
,contact_push,0,8,support_penalized,-0.9619611828642285,1.252269728729216,1.8779567838514246,2.839917966715653,0.7796812927502227,0.7796812927502227,0,1,1,1,8,8,stop_early
,contact_push,0,8,support_penalized_conservative_gate,-0.9619611828642285,1.252269728729216,1.8779567838514246,2.839917966715653,0.7796812927502227,0.7796812927502227,0,1,1,1,8,8,stop_early
,contact_push,0,8,value_shaped,-0.9619611828642285,1.61064502984276,1.8779567838514246,2.839917966715653,0.9058734241123841,0.9058734241123841,0,1,1,1,8,8,stop_early
,contact_push,0,16,calibrated,-1.3031745450565562,1.9108483239203675,1.9629019043249407,3.266076449381497,0.9840623508937059,0.9840623508937059,1,1,1,1,16,16,stop_early
,contact_push,0,16,calibrated_support_penalized,-1.3031745450565562,1.9093018013340526,1.9629019043249407,3.266076449381497,0.9835888400588301,0.9835888400588301,1,1,1,1,16,16,stop_early
,contact_push,0,16,calibrated_support_penalized_conservative_gate,-1.3031745450565562,1.9093018013340526,1.9629019043249407,3.266076449381497,0.9835888400588301,0.9835888400588301,1,1,1,1,16,16,stop_early
,contact_push,0,16,oracle,-1.3031745450565562,1.9629019043249407,1.9629019043249407,3.266076449381497,1.0,1.0,1,1,1,1,16,16,stop_early
,contact_push,0,16,oracle_value_shaped_upper,-1.3031745450565562,1.957540986642394,1.9629019043249407,3.266076449381497,0.9983586061852404,0.9983586061852404,1,1,1,1,16,16,stop_early
