ablation,value,seed,model,N,requested_N,gate_selected_N,conservative_high_N_gate,selected_energy,selected_score,selected_real_utility,success_rate,exact_expected_utility,mc_mean_utility,mc_ci_low,mc_ci_high,exact_law_abs_error,low_energy_tail_real_utility,low_energy_tail_invalid_rate,low_energy_tail_contact_failure_rate,low_energy_tail_support_distance,tail_rank_correlation,energy_utility_rank_correlation,invalid_action_rate,contact_failure_rate,support_distance,jerk_smoothness_penalty,contact_feasibility_penalty,oracle_minus_energy_gap,high_n_regret,marginal_utility_per_added_candidate,compute_latency_proxy,energy_evaluations,repair_recovery_ratio,repair_recovery_ratio_reported,recovery_ge_95,utility_not_degraded,tail_rank_improved,support_distance_reduced,deployment_gate,is_repair_model,utility_gain_over_raw
raw_reference,raw,0,raw_ebm,512,512,512,0,-3.1175578103481367,3.1175578103481367,-1.3243092210689251,2.048815507113202e-65,-1.3243092210689251,-1.3121377254999924,-1.3326980461438922,-1.2915774048560926,0.012171495568932711,-1.3954576523404416,1.0,1.1177288883619922,0.810673991280803,0.2708333333333333,-0.41866382158123505,1.0,1.0814107907932013,0.820658945579096,0.002120758885424247,1.0814107907932013,3.45489966089701,3.45489966089701,-0.0037861890194071423,512.0,512,0.0,0.0,0,1,1,1,collect_pilot_labels,0,
oracle_reference,oracle,0,oracle,512,512,512,0,-2.1305904398280857,2.1305904398280857,2.1305904398280857,1.0,2.1305904398280857,2.13028287634285,2.128802220248579,2.1317635324371214,0.00030756348523564014,2.048316102543696,0.0,0.0001285515851537745,0.06440745596831055,1.0,1.0,1.693467061727927e-169,0.00011730835759779364,0.030643358451920167,0.014234493198017013,0.00011730835759779364,-4.440892098500626e-16,-4.440892098500626e-16,0.0029616618807823316,512.0,512,1.0,1.0,1,1,1,1,allow_high_n,1,
pilot_labels,16,0,calibrated,512,512,512,0,-2.102411065279211,2.102411065279211,1.8474211385002581,1.0,1.8474211385002581,1.8529182925553482,1.8358361882711207,1.8700003968395758,0.005497154055090103,1.9487810620854802,0.0,0.00011844455410363901,0.0634337596043324,-0.10457875457875458,0.9531493816214166,3.844869615579741e-204,6.591552277938613e-05,0.04425503467468219,0.15973619352957993,6.591552277938613e-05,0.28316930132782714,0.28316930132782714,0.0024085968391264184,512.0,512,0.9180383428981242,0.9180383428981242,0,1,0,1,block_high_n,1,3.1717303595691835
pilot_labels,64,0,calibrated,512,512,512,0,-2.0633087620262263,2.0633087620262263,1.9496135076274124,1.0,1.9496135076274124,1.9472986365754323,1.9334320752750076,1.961165197875857,0.0023148710519800275,1.9922670369736282,0.0,0.00013018834581844234,0.047224186242908014,0.07124542124542124,0.9701951317819518,8.36763652388191e-188,8.724446263734065e-05,0.023535990940165206,0.2551249031127652,8.724446263734065e-05,0.1809769322006729,0.1809769322006729,0.0026081913100778915,512.0,512,0.9476173116548092,0.9476173116548092,0,1,0,1,allow_high_n,1,3.2739227286963377
pilot_labels,128,0,calibrated,512,512,512,0,-1.9772132029087581,1.9772132029087581,2.0537276569598264,1.0,2.0537276569598264,2.051387932343107,2.04303058294399,2.0597452817422237,0.0023397246167196073,1.98828764939259,0.0,0.00012480021581945505,0.04700535334324847,0.3698717948717949,0.9721249223814741,7.404473544676948e-200,0.0001128036212516233,0.020099224300815496,0.042410870411669396,0.0001128036212516233,0.07686278286825887,0.07686278286825887,0.0028115392579927626,512.0,512,0.9777525281737696,0.9777525281737696,1,1,1,1,allow_high_n,1,3.3780368780287517
pilot_labels,256,0,calibrated,512,512,512,0,-1.9891459794529756,1.9891459794529756,1.9366081028421211,1.0,1.9366081028421211,1.9272914151161111,1.9148307518378291,1.9397520783943931,0.00931668772601002,1.9938901712964565,0.0,0.00013098089028359744,0.04946169697775951,-0.06639194139194139,0.9738929392837691,3.788294007529029e-188,9.18861994101159e-05,0.028858338803559043,0.2825861766906417,9.18861994101159e-05,0.19398233698596412,0.19398233698596412,0.0025827901288566196,512.0,512,0.9438529751872446,0.9438529751872446,0,1,0,1,block_high_n,1,3.2609173239110465
pilot_labels,512,0,calibrated,512,512,512,0,-1.9552724839395044,1.9552724839395044,1.9930386505228026,1.0,1.9930386505228026,1.984526641600355,1.9722916984128216,1.9967615847878886,0.008512008922447523,1.9909638091787665,0.0,0.00012114491446105392,0.04623837683129486,0.19583333333333333,0.973726791266035,1.6510216141406982e-190,0.0001005556594317132,0.02105564943601791,0.13451810923823815,0.0001005556594317132,0.13755178930528267,0.13755178930528267,0.0026930060422954505,512.0,512,0.9601864589984734,0.9601864589984734,1,1,0,1,allow_high_n,1,3.3173478715917275
support_weight,0.0,0,support_penalized,512,512,512,0,-3.1175578103481367,3.1175578103481367,-1.3243092210689251,2.048815507113202e-65,-1.3243092210689251,-1.3121377254999924,-1.3326980461438922,-1.2915774048560926,0.012171495568932711,-1.3954576523404416,1.0,1.1177288883619922,0.810673991280803,0.2708333333333333,-0.41866382158123505,1.0,1.0814107907932013,0.820658945579096,0.002120758885424247,1.0814107907932013,3.45489966089701,3.45489966089701,-0.0037861890194071423,512.0,512,0.0,0.0,0,1,1,1,block_high_n,1,0.0
support_weight,0.5,0,support_penalized,512,512,512,0,-2.7095915652934828,2.7095915652934828,-1.2902914281638167,1.540547963227061e-50,-1.2902914281638167,-1.2734368122819857,-1.292066027933186,-1.2548075966307854,0.016854615881831014,-1.3666469331754496,1.0,1.1016229449723713,0.8013554711912882,0.2548076923076923,-0.3711283058074552,1.0,1.062690721360155,0.8116994654426597,0.001538239332795208,1.062690721360155,3.420881867991902,3.420881867991902,-0.003719748017639353,512.0,512,0.009846246271672108,0.009846246271672108,0,1,0,1,block_high_n,1,0.034017792905108424
support_weight,1.0,0,support_penalized,512,512,512,0,-2.310522677844952,2.310522677844952,-0.5057096401454102,0.281693078560186,-0.5057096401454102,-0.4223034044772177,-0.5733657491460066,-0.27124105980842883,0.0834062356681925,-0.9574586776589328,0.875,0.9542079405420765,0.6993302962828347,0.29304029304029305,-0.28548880266668647,0.718306921439814,0.8104523656152448,0.5950288585449972,0.0014965004602536273,0.8104523656152448,2.6363000799734957,2.6363000799734957,-0.002187361712915902,512.0,512,0.23693874244410856,0.23693874244410856,0,1,1,1,block_high_n,1,0.8185995809235149
