benchmark,bucket,bucket_size,contact_failure_rate,energy_quantile_high,energy_quantile_low,invalid_rate,is_extreme_low_energy_tail,mean_energy,mean_real_utility,model,seed,success_rate,support_distance,task,training_source
metaworld,4,3,0.0,0.25,0.2,0.0,False,-8.401141818911347,8.401141818911347,oracle,0,1.0,0.04430242413865549,reach-v3,upper_bound
metaworld,5,3,0.0,0.3,0.25,0.0,False,-8.389079565471716,8.389079565471716,oracle,0,1.0,0.04295866310120175,reach-v3,upper_bound
metaworld,6,3,0.0,0.35,0.3,0.0,False,-8.381976735228683,8.381976735228683,oracle,0,1.0,0.04427255607486865,reach-v3,upper_bound
metaworld,7,3,0.0,0.4,0.35,0.0,False,-8.367500171119902,8.367500171119902,oracle,0,1.0,0.044269215344165454,reach-v3,upper_bound
metaworld,8,2,0.0,0.45,0.4,0.0,False,-8.355769806637259,8.355769806637259,oracle,0,1.0,0.04177967344652908,reach-v3,upper_bound
metaworld,9,2,0.0,0.5,0.45,0.0,False,-8.3432841928161,8.3432841928161,oracle,0,1.0,0.04160854889156213,reach-v3,upper_bound
metaworld,10,2,0.0,0.55,0.5,0.0,False,-8.324189327853677,8.324189327853677,oracle,0,1.0,0.043702788938460066,reach-v3,upper_bound
metaworld,11,2,0.0,0.6,0.55,0.0,False,-8.306180584310553,8.306180584310553,oracle,0,1.0,0.0456394837534893,reach-v3,upper_bound
metaworld,12,2,0.0,0.65,0.6,0.0,False,-8.303889614171624,8.303889614171624,oracle,0,1.0,0.04566254150308438,reach-v3,upper_bound
metaworld,13,2,0.0,0.7,0.65,0.0,False,-8.300281499405331,8.300281499405331,oracle,0,1.0,0.04563884948750783,reach-v3,upper_bound
metaworld,14,2,0.0,0.75,0.7,1.0,False,-8.284968755596802,8.284968755596802,oracle,0,1.0,0.04375185930048874,reach-v3,upper_bound
metaworld,15,2,0.0,0.8,0.75,1.0,False,-8.24924162388126,8.24924162388126,oracle,0,1.0,0.0456654330911549,reach-v3,upper_bound
metaworld,16,2,0.0,0.85,0.8,1.0,False,-8.232995064087262,8.232995064087262,oracle,0,1.0,0.045675172555358426,reach-v3,upper_bound
metaworld,17,2,0.0,0.9,0.85,1.0,False,-8.22495122800041,8.22495122800041,oracle,0,1.0,0.045678208128903164,reach-v3,upper_bound
metaworld,18,2,0.0,0.95,0.9,1.0,False,-8.191742826791561,8.191742826791561,oracle,0,1.0,0.04568193564190647,reach-v3,upper_bound
metaworld,19,2,0.0,1.0,0.95,1.0,False,-8.148791770660479,8.148791770660479,oracle,0,1.0,0.045695370160710354,reach-v3,upper_bound
metaworld,0,3,0.0,0.05,0.0,0.0,True,4.745641390482585,8.448569611921387,expert_ibc,1,1.0,0.04461160841019596,reach-v3,scripted_expert
metaworld,1,3,0.0,0.1,0.05,0.3333333333333333,False,5.46646769841512,8.543269374553425,expert_ibc,1,1.0,0.04244834170923834,reach-v3,scripted_expert
metaworld,2,3,0.0,0.15,0.1,0.0,False,6.186792373657227,8.69280201890973,expert_ibc,1,1.0,0.040223172516892586,reach-v3,scripted_expert
metaworld,3,3,0.0,0.2,0.15,0.6666666666666666,False,7.004504521687825,8.511377559830624,expert_ibc,1,1.0,0.043383305658519,reach-v3,scripted_expert
metaworld,4,3,0.0,0.25,0.2,0.3333333333333333,False,9.592316309611002,8.556352475851737,expert_ibc,1,1.0,0.04239483657459466,reach-v3,scripted_expert
metaworld,5,3,0.0,0.3,0.25,0.0,False,12.82904052734375,8.550005424311559,expert_ibc,1,1.0,0.0422809476756806,reach-v3,scripted_expert
metaworld,6,3,0.0,0.35,0.3,0.0,False,15.795740127563477,8.459819351134742,expert_ibc,1,1.0,0.04296231974724462,reach-v3,scripted_expert
metaworld,7,3,0.0,0.4,0.35,0.0,False,20.05215899149577,8.780016223141528,expert_ibc,1,1.0,0.03899913756943641,reach-v3,scripted_expert
metaworld,8,2,0.0,0.45,0.4,0.5,False,25.380209922790527,8.56881263515389,expert_ibc,1,1.0,0.042339805368388175,reach-v3,scripted_expert
metaworld,9,2,0.0,0.5,0.45,0.5,False,39.90701770782471,8.494833743114345,expert_ibc,1,1.0,0.042460594909173935,reach-v3,scripted_expert
metaworld,10,2,0.0,0.55,0.5,0.0,False,68.4700698852539,8.563342723856877,expert_ibc,1,1.0,0.041450933120589784,reach-v3,scripted_expert
metaworld,11,2,0.0,0.6,0.55,0.5,False,83.55022048950195,8.479261875819338,expert_ibc,1,1.0,0.04409504663089456,reach-v3,scripted_expert
metaworld,12,2,0.0,0.65,0.6,0.5,False,93.3134536743164,8.52648075999107,expert_ibc,1,1.0,0.04258892967389908,reach-v3,scripted_expert
metaworld,13,2,0.0,0.7,0.65,0.5,False,117.97605514526367,8.362190120630316,expert_ibc,1,1.0,0.04560418025957412,reach-v3,scripted_expert
metaworld,14,2,0.0,0.75,0.7,0.0,False,133.40304565429688,8.461142213192907,expert_ibc,1,1.0,0.042935714288576135,reach-v3,scripted_expert
metaworld,15,2,0.0,0.8,0.75,0.5,False,142.89910125732422,8.378994849245686,expert_ibc,1,1.0,0.04426725680492928,reach-v3,scripted_expert
metaworld,16,2,0.0,0.85,0.8,0.5,False,150.7952651977539,8.541889781239277,expert_ibc,1,1.0,0.0423087064319336,reach-v3,scripted_expert
metaworld,17,2,0.0,0.9,0.85,0.0,False,163.30088806152344,8.615114599084528,expert_ibc,1,1.0,0.04073155461193982,reach-v3,scripted_expert
metaworld,18,2,0.0,0.95,0.9,0.5,False,182.90094757080078,8.375725090473173,expert_ibc,1,1.0,0.044231161363841955,reach-v3,scripted_expert
metaworld,19,2,0.0,1.0,0.95,0.0,False,250.2677764892578,8.57692363411017,expert_ibc,1,1.0,0.040844104559807026,reach-v3,scripted_expert
metaworld,0,3,0.0,0.05,0.0,0.0,True,-0.15952704350153604,8.43055955200297,high_reward_ablation,1,1.0,0.04551017534946437,reach-v3,high_reward_ablation
metaworld,1,3,0.0,0.1,0.05,0.0,False,-0.12880895535151163,8.57179358970943,high_reward_ablation,1,1.0,0.04277773037735396,reach-v3,high_reward_ablation
metaworld,2,3,0.0,0.15,0.1,0.6666666666666666,False,-0.11739600946505864,8.525368013563165,high_reward_ablation,1,1.0,0.04346942513856281,reach-v3,high_reward_ablation
metaworld,3,3,0.0,0.2,0.15,0.0,False,-0.08627975235382716,8.704107024192675,high_reward_ablation,1,1.0,0.040534384022182894,reach-v3,high_reward_ablation
metaworld,4,3,0.0,0.25,0.2,0.0,False,-0.05031508579850197,8.674115506229539,high_reward_ablation,1,1.0,0.04119344167309031,reach-v3,high_reward_ablation
metaworld,5,3,0.0,0.3,0.25,0.3333333333333333,False,0.017712914074460667,8.456581046732415,high_reward_ablation,1,1.0,0.04383309289693474,reach-v3,high_reward_ablation
metaworld,6,3,0.0,0.35,0.3,1.0,False,0.1145225465297699,8.32359824828886,high_reward_ablation,1,1.0,0.04560945431760519,reach-v3,high_reward_ablation
metaworld,7,3,0.0,0.4,0.35,0.3333333333333333,False,0.15185219049453735,8.609279446823258,high_reward_ablation,1,1.0,0.04112430247421635,reach-v3,high_reward_ablation
metaworld,8,2,0.0,0.45,0.4,1.0,False,0.1725553572177887,8.308942039351681,high_reward_ablation,1,1.0,0.04557503392252901,reach-v3,high_reward_ablation
metaworld,9,2,0.0,0.5,0.45,0.0,False,0.1961127296090126,8.554652808652936,high_reward_ablation,1,1.0,0.04147731164636136,reach-v3,high_reward_ablation
metaworld,10,2,0.0,0.55,0.5,0.5,False,0.22455787658691406,8.370467492895804,high_reward_ablation,1,1.0,0.04436059990295868,reach-v3,high_reward_ablation
metaworld,11,2,0.0,0.6,0.55,0.5,False,0.2414974495768547,8.539992023345945,high_reward_ablation,1,1.0,0.04225331292897414,reach-v3,high_reward_ablation
metaworld,12,2,0.0,0.65,0.6,0.0,False,0.2630466818809509,8.614869019350918,high_reward_ablation,1,1.0,0.040992695452053536,reach-v3,high_reward_ablation
metaworld,13,2,0.0,0.7,0.65,0.0,False,0.2846273183822632,8.610424720748036,high_reward_ablation,1,1.0,0.04099767250102479,reach-v3,high_reward_ablation
metaworld,14,2,0.0,0.75,0.7,0.0,False,0.2921481132507324,8.476311883489059,high_reward_ablation,1,1.0,0.04283133130896083,reach-v3,high_reward_ablation
metaworld,15,2,0.0,0.8,0.75,0.5,False,0.30336353182792664,8.369216308422864,high_reward_ablation,1,1.0,0.04424205700870357,reach-v3,high_reward_ablation
metaworld,16,2,0.0,0.85,0.8,0.0,False,0.37082114815711975,8.720744686008146,high_reward_ablation,1,1.0,0.03896929114456518,reach-v3,high_reward_ablation
metaworld,17,2,0.0,0.9,0.85,0.0,False,0.4196350872516632,8.597701200777884,high_reward_ablation,1,1.0,0.040725066212230265,reach-v3,high_reward_ablation
metaworld,18,2,0.0,0.95,0.9,0.0,False,0.4603692293167114,8.568179872505688,high_reward_ablation,1,1.0,0.040860566097664204,reach-v3,high_reward_ablation
metaworld,19,2,0.0,1.0,0.95,0.0,False,0.654559463262558,8.583424388531242,high_reward_ablation,1,1.0,0.04045054531610923,reach-v3,high_reward_ablation
metaworld,0,3,0.0,0.05,0.0,0.0,True,-8.79918043501623,8.799211599479618,expert_calibrated,1,1.0,0.03910291895168444,reach-v3,small_pilot_labels
metaworld,1,3,0.0,0.1,0.05,0.0,False,-8.776857877961001,8.7768820330688,expert_calibrated,1,1.0,0.038972233774071725,reach-v3,small_pilot_labels
metaworld,2,3,0.0,0.15,0.1,0.0,False,-8.733379807835346,8.733399748553984,expert_calibrated,1,1.0,0.03929392665201118,reach-v3,small_pilot_labels
metaworld,3,3,0.0,0.2,0.15,0.0,False,-8.722228476201655,8.72222725813417,expert_calibrated,1,1.0,0.038761020130639055,reach-v3,small_pilot_labels
metaworld,4,3,0.0,0.25,0.2,0.0,False,-8.709152693848065,8.709156819990275,expert_calibrated,1,1.0,0.03895391440299789,reach-v3,small_pilot_labels
metaworld,5,3,0.0,0.3,0.25,0.0,False,-8.610772602114123,8.610775030442822,expert_calibrated,1,1.0,0.04174382157359671,reach-v3,small_pilot_labels
metaworld,6,3,0.0,0.35,0.3,0.0,False,-8.54885288767452,8.548872875104845,expert_calibrated,1,1.0,0.042891371204571455,reach-v3,small_pilot_labels
metaworld,7,3,0.0,0.4,0.35,0.0,False,-8.49160010122222,8.491596933955144,expert_calibrated,1,1.0,0.04283793817386041,reach-v3,small_pilot_labels
metaworld,8,2,0.0,0.45,0.4,0.0,False,-8.480202239813089,8.480178963915161,expert_calibrated,1,1.0,0.04276142803070862,reach-v3,small_pilot_labels
metaworld,9,2,0.0,0.5,0.45,0.0,False,-8.462483088982129,8.462451630307953,expert_calibrated,1,1.0,0.04294111754703636,reach-v3,small_pilot_labels
metaworld,10,2,0.0,0.55,0.5,0.0,False,-8.442976625234587,8.442935245755127,expert_calibrated,1,1.0,0.04286407605085035,reach-v3,small_pilot_labels
metaworld,11,2,0.0,0.6,0.55,0.0,False,-8.435449279664068,8.435472879163996,expert_calibrated,1,1.0,0.04548896751698576,reach-v3,small_pilot_labels
metaworld,12,2,0.0,0.65,0.6,0.0,False,-8.428696277678295,8.428622666185277,expert_calibrated,1,1.0,0.0430528103249298,reach-v3,small_pilot_labels
metaworld,13,2,0.0,0.7,0.65,0.0,False,-8.423118993018662,8.42314881911154,expert_calibrated,1,1.0,0.04552715208067484,reach-v3,small_pilot_labels
metaworld,14,2,0.0,0.75,0.7,1.0,False,-8.400271301377192,8.400312423138288,expert_calibrated,1,1.0,0.045474676443979734,reach-v3,small_pilot_labels
metaworld,15,2,0.0,0.8,0.75,1.0,False,-8.364753175382685,8.364793321780692,expert_calibrated,1,1.0,0.04559643418633971,reach-v3,small_pilot_labels
metaworld,16,2,0.0,0.85,0.8,1.0,False,-8.342506764608682,8.342531188085175,expert_calibrated,1,1.0,0.04549128221428847,reach-v3,small_pilot_labels
metaworld,17,2,0.0,0.9,0.85,1.0,False,-8.321678279857778,8.321676356231588,expert_calibrated,1,1.0,0.04555991005841735,reach-v3,small_pilot_labels
metaworld,18,2,0.0,0.95,0.9,1.0,False,-8.29778539355901,8.297768184838045,expert_calibrated,1,1.0,0.045628153802934245,reach-v3,small_pilot_labels
metaworld,19,2,0.0,1.0,0.95,1.0,False,-8.270002304441212,8.269954958786348,expert_calibrated,1,1.0,0.045591767263956195,reach-v3,small_pilot_labels
metaworld,0,3,0.0,0.05,0.0,0.0,True,-8.799211599479618,8.799211599479618,oracle,1,1.0,0.03910291895168444,reach-v3,upper_bound
metaworld,1,3,0.0,0.1,0.05,0.0,False,-8.7768820330688,8.7768820330688,oracle,1,1.0,0.038972233774071725,reach-v3,upper_bound
metaworld,2,3,0.0,0.15,0.1,0.0,False,-8.733399748553984,8.733399748553984,oracle,1,1.0,0.03929392665201118,reach-v3,upper_bound
metaworld,3,3,0.0,0.2,0.15,0.0,False,-8.72222725813417,8.72222725813417,oracle,1,1.0,0.038761020130639055,reach-v3,upper_bound
metaworld,4,3,0.0,0.25,0.2,0.0,False,-8.709156819990275,8.709156819990275,oracle,1,1.0,0.03895391440299789,reach-v3,upper_bound
metaworld,5,3,0.0,0.3,0.25,0.0,False,-8.610775030442822,8.610775030442822,oracle,1,1.0,0.04174382157359671,reach-v3,upper_bound
metaworld,6,3,0.0,0.35,0.3,0.0,False,-8.548872875104845,8.548872875104845,oracle,1,1.0,0.042891371204571455,reach-v3,upper_bound
metaworld,7,3,0.0,0.4,0.35,0.0,False,-8.491596933955144,8.491596933955144,oracle,1,1.0,0.04283793817386041,reach-v3,upper_bound
metaworld,8,2,0.0,0.45,0.4,0.0,False,-8.480178963915161,8.480178963915161,oracle,1,1.0,0.04276142803070862,reach-v3,upper_bound
metaworld,9,2,0.0,0.5,0.45,0.0,False,-8.462451630307953,8.462451630307953,oracle,1,1.0,0.04294111754703636,reach-v3,upper_bound
metaworld,10,2,0.0,0.55,0.5,0.0,False,-8.442935245755127,8.442935245755127,oracle,1,1.0,0.04286407605085035,reach-v3,upper_bound
metaworld,11,2,0.0,0.6,0.55,0.0,False,-8.435472879163996,8.435472879163996,oracle,1,1.0,0.04548896751698576,reach-v3,upper_bound
metaworld,12,2,0.0,0.65,0.6,0.0,False,-8.428622666185277,8.428622666185277,oracle,1,1.0,0.0430528103249298,reach-v3,upper_bound
metaworld,13,2,0.0,0.7,0.65,0.0,False,-8.42314881911154,8.42314881911154,oracle,1,1.0,0.04552715208067484,reach-v3,upper_bound
metaworld,14,2,0.0,0.75,0.7,1.0,False,-8.400312423138288,8.400312423138288,oracle,1,1.0,0.045474676443979734,reach-v3,upper_bound
metaworld,15,2,0.0,0.8,0.75,1.0,False,-8.364793321780692,8.364793321780692,oracle,1,1.0,0.04559643418633971,reach-v3,upper_bound
metaworld,16,2,0.0,0.85,0.8,1.0,False,-8.342531188085175,8.342531188085175,oracle,1,1.0,0.04549128221428847,reach-v3,upper_bound
metaworld,17,2,0.0,0.9,0.85,1.0,False,-8.321676356231588,8.321676356231588,oracle,1,1.0,0.04555991005841735,reach-v3,upper_bound
metaworld,18,2,0.0,0.95,0.9,1.0,False,-8.297768184838045,8.297768184838045,oracle,1,1.0,0.045628153802934245,reach-v3,upper_bound
metaworld,19,2,0.0,1.0,0.95,1.0,False,-8.269954958786348,8.269954958786348,oracle,1,1.0,0.045591767263956195,reach-v3,upper_bound
metaworld,0,3,0.0,0.05,0.0,0.0,True,1.9578909079233806,8.308981735869912,expert_ibc,3,1.0,0.043587104881643905,reach-v3,scripted_expert
metaworld,1,3,0.0,0.1,0.05,0.3333333333333333,False,5.463964144388835,8.286956351041058,expert_ibc,3,1.0,0.0437193414759988,reach-v3,scripted_expert
metaworld,2,3,0.0,0.15,0.1,0.6666666666666666,False,6.534114519755046,8.198991844517442,expert_ibc,3,1.0,0.04488325213730174,reach-v3,scripted_expert
metaworld,3,3,0.0,0.2,0.15,0.0,False,10.788945198059082,8.39479855859644,expert_ibc,3,1.0,0.042660631687507534,reach-v3,scripted_expert
metaworld,4,3,0.0,0.25,0.2,0.3333333333333333,False,19.85778745015462,8.287516186093503,expert_ibc,3,1.0,0.04378302416790825,reach-v3,scripted_expert
metaworld,5,3,0.0,0.3,0.25,0.0,False,25.17452875773112,8.320602033381645,expert_ibc,3,1.0,0.04369298537479196,reach-v3,scripted_expert
metaworld,6,3,0.0,0.35,0.3,0.3333333333333333,False,34.4715633392334,8.310849409886934,expert_ibc,3,1.0,0.04363439223754458,reach-v3,scripted_expert
metaworld,7,3,0.0,0.4,0.35,0.0,False,47.632371266682945,8.19464267039123,expert_ibc,3,1.0,0.04476085876048996,reach-v3,scripted_expert
metaworld,8,2,0.0,0.45,0.4,0.5,False,62.07596778869629,8.265811696913143,expert_ibc,3,1.0,0.044347301315632984,reach-v3,scripted_expert
metaworld,9,2,0.0,0.5,0.45,0.0,False,70.99701309204102,8.390274830569442,expert_ibc,3,1.0,0.04241312570515793,reach-v3,scripted_expert
metaworld,10,2,0.0,0.55,0.5,1.0,False,92.77006530761719,8.070703852406762,expert_ibc,3,1.0,0.04583835438576413,reach-v3,scripted_expert
metaworld,11,2,0.0,0.6,0.55,0.0,False,177.93091583251953,8.318154936356171,expert_ibc,3,1.0,0.04272465589852087,reach-v3,scripted_expert
