seed,model,N,requested_N,gate_selected_N,conservative_high_N_gate,selected_energy,selected_score,selected_real_utility,success_rate,exact_expected_utility,mc_mean_utility,mc_ci_low,mc_ci_high,exact_law_abs_error,low_energy_tail_real_utility,low_energy_tail_invalid_rate,low_energy_tail_contact_failure_rate,low_energy_tail_support_distance,tail_rank_correlation,energy_utility_rank_correlation,invalid_action_rate,contact_failure_rate,support_distance,jerk_smoothness_penalty,contact_feasibility_penalty,oracle_minus_energy_gap,high_n_regret,marginal_utility_per_added_candidate,compute_latency_proxy,energy_evaluations,repair_recovery_ratio,repair_recovery_ratio_reported,recovery_ge_95,utility_not_degraded,tail_rank_improved,support_distance_reduced,deployment_gate,task,learned_model,is_repair_model,source_repair_model
0,calibrated,1,1,1,0,-0.42061711644443894,0.42061711644443894,0.40503154887993403,0.4186197916666659,0.40503154887993403,0.47982443119378293,0.37087833891572203,0.5887705234718438,0.0747928823138489,0.40503154887993426,0.21354166666666666,0.17836347217112714,0.43127444689711075,0.9739946678986732,0.9739946678986732,0.21354166666666685,0.17836347217112702,0.4312744468971107,0.18292442974798023,0.17836347217112702,1.6653345369377348e-16,1.6653345369377348e-16,-2.220446049250313e-16,1.0,1,1.0,1.0,1,1,1,1,stop_early,multimodal,numpy_ibc_linear_feature_ebm,1,
0,calibrated,2,2,2,0,-0.9372949851670789,0.9372949851670789,0.9486431664777757,0.651486290825737,0.9486431664777757,0.9708114888224918,0.8978830019833112,1.0437399756616725,0.022168322344716107,1.1860179169584057,0.010416666666666666,0.0025048962124070333,0.1879084004965308,0.856230545010961,0.9739946678986732,0.05318790011935775,0.037256831047514316,0.2634318868634042,0.14454234592508935,0.037256831047514316,0.009850725023674456,0.009850725023674456,0.5436116175978416,2.0,2,0.9855690833353228,0.9855690833353228,1,1,1,1,stop_early,multimodal,numpy_ibc_linear_feature_ebm,1,
0,calibrated,4,4,4,0,-1.198626210242519,1.198626210242519,1.2703406189239153,0.8634171670147881,1.2703406189239153,1.2619301449121447,1.2222880635314315,1.301572226292858,0.00841047401177053,1.4155169999405397,0.010416666666666666,0.0019244659658481285,0.1294389290963357,0.7264620986063545,0.9739946678986732,0.010706283620279946,0.0037660691188135843,0.16695836741077186,0.0939792900361234,0.0037660691188135843,0.023870099984408366,0.023870099984408366,0.16084872622306978,4.0,4,0.9825809522030002,0.9825809522030002,1,1,1,1,stop_early,multimodal,numpy_ibc_linear_feature_ebm,1,
0,calibrated,8,8,8,0,-1.3191938398098761,1.3191938398098761,1.4417287232402793,0.9711650292500228,1.4417287232402793,1.4502982362302397,1.4236982640120246,1.4768982084484548,0.008569512989960337,1.528829458515266,0.005208333333333333,0.0014453357361989747,0.09707032184140947,0.6801247185524781,0.9739946678986732,0.005964973877141286,0.001676943013825449,0.11999356276511458,0.06136963982629277,0.001676943013825449,0.033809384430070644,0.033809384430070644,0.04284702607909102,8.0,8,0.9827306839757228,0.9827306839757228,1,1,1,1,stop_early,multimodal,numpy_ibc_linear_feature_ebm,1,
0,calibrated,16,16,16,0,-1.3929585185343367,1.3929585185343367,1.539860030537961,0.9959949482768982,1.539860030537961,1.5374138691364634,1.5214494821984879,1.553378256074439,0.0024461614014976707,1.595581951423876,0.0,0.0011780137285858224,0.07280264645437676,0.577197504069452,0.9739946678986732,0.0027462195874444926,0.001295785064765014,0.09097619255805828,0.04059512056164365,0.001295785064765014,0.033433979762581556,0.033433979762581556,0.012266413412210214,16.0,16,0.9858374698295733,0.9858374698295733,1,1,1,1,stop_early,multimodal,numpy_ibc_linear_feature_ebm,1,
0,calibrated,32,32,32,0,-1.4442655279228869,1.4442655279228869,1.5988376968133835,0.9993894271383379,1.5988376968133835,1.5997533495055358,1.5896170713806201,1.6098896276304515,0.0009156526921523245,1.6174733172822469,0.0,0.0003841229269491616,0.06385238136803417,0.5719322344322344,0.9739946678986732,0.0005995095044205146,0.0008798164423138234,0.07067101847648455,0.028105493975003074,0.0008798164423138234,0.027324788845290104,0.027324788845290104,0.003686104142213903,32.0,32,0.9895406192496674,0.9895406192496674,1,1,1,1,stop_early,multimodal,numpy_ibc_linear_feature_ebm,1,
0,calibrated,64,64,64,0,-1.48197409472324,1.48197409472324,1.635284625124508,0.9999735980199658,1.635284625124508,1.6436893233985432,1.6381095524499338,1.6492690943471526,0.008404698274035338,1.6174733172822469,0.0,0.0003841229269491616,0.06385238136803417,0.5719322344322344,0.9739946678986732,2.6399765842934953e-05,0.000394027941846114,0.05626402990782442,0.01858260309617568,0.000394027941846114,0.02136330133974762,0.02136330133974762,0.0011389665097226373,64.0,64,0.9923444834122911,0.9923444834122911,1,1,1,1,stop_early,multimodal,numpy_ibc_linear_feature_ebm,1,
0,calibrated,128,128,128,0,-1.5103150451596292,1.5103150451596292,1.6585545712745517,0.9999999703711717,1.6585545712745517,1.6530540908655056,1.6482797261436788,1.6578284555873324,0.00550048040904616,1.6174733172822469,0.0,0.0003841229269491616,0.06385238136803417,0.5719322344322344,0.9739946678986732,2.9628828265171018e-08,8.923470135243264e-05,0.046159551831955095,0.010701391815842827,8.923470135243264e-05,0.016253633689220504,0.016253633689220504,0.0003635929085944352,128.0,128,0.9944156814291226,0.9944156814291226,1,1,1,1,stop_early,multimodal,numpy_ibc_linear_feature_ebm,1,
0,calibrated,256,256,256,0,-1.530200116793106,1.530200116793106,1.670369484062511,0.9999999999999812,1.670369484062511,1.6681669726958028,1.6659133509474366,1.670420594444169,0.0022025113667081264,1.6174733172822469,0.0,0.0003841229269491616,0.06385238136803417,0.5719322344322344,0.9739946678986732,1.8757433424254455e-14,4.283110812783361e-05,0.0407090915972199,0.006641899563564436,4.283110812783361e-05,0.014421732420566435,0.014421732420566435,9.230400615593132e-05,256.0,256,0.9951234004083584,0.9951234004083584,1,1,1,1,stop_early,multimodal,numpy_ibc_linear_feature_ebm,1,
0,calibrated,512,512,512,0,-1.543528157472145,1.543528157472145,1.6742010239230114,1.0,1.6742010239230114,1.673925278634076,1.6724399531402458,1.675410604127906,0.00027574528893548056,1.6174733172822469,0.0,0.0003841229269491616,0.06385238136803417,0.5719322344322344,0.9739946678986732,3.767159912019258e-27,4.628782481289276e-05,0.039241976749093854,0.004732147911956829,4.628782481289276e-05,0.015747987151548015,0.015747987151548015,1.4966952580079858e-05,512.0,512,0.9946566157340764,0.9946566157340764,1,1,1,1,stop_early,multimodal,numpy_ibc_linear_feature_ebm,1,
0,value_shaped,1,1,1,0,17.69953082978635,-17.69953082978635,0.40503154887993137,0.4186197916666651,0.40503154887993137,0.47982443119378293,0.37087833891572203,0.5887705234718438,0.07479288231385156,0.40503154887993426,0.21354166666666666,0.17836347217112714,0.43127444689711075,0.06638422441873526,0.06638422441873526,0.21354166666666785,0.17836347217112825,0.4312744468971115,0.18292442974798043,0.17836347217112825,2.831068712794149e-15,2.831068712794149e-15,-2.886579864025407e-15,1.0,1,1.0,1.0,1,1,1,1,stop_early,multimodal,numpy_ibc_linear_feature_ebm,1,
0,value_shaped,2,2,2,0,5.917774903834361,-5.917774903834361,0.32913006870170514,0.48371420966254186,0.32913006870170514,0.317207441110407,0.18143448284936003,0.45298039937145396,0.01192262759129814,0.24306103158668538,0.3958333333333333,0.33870382015788314,0.4735830866470376,-0.16670981167231524,0.06638422441873526,0.3257353040907135,0.2784703405323429,0.4455386132583904,0.06336543017653541,0.2784703405323429,0.629363822799745,0.629363822799745,-0.07590148017822623,2.0,2,0.07800726781450226,0.07800726781450226,0,1,1,1,stop_early,multimodal,numpy_ibc_linear_feature_ebm,1,
0,value_shaped,4,4,4,0,2.0245582387551075,-2.0245582387551075,0.13870532224844784,0.4735262032656086,0.13870532224844784,0.005507350397497544,-0.14048366843682253,0.15149836923181764,0.13319797185095028,-0.08135908425552964,0.5338541666666666,0.4695298457398119,0.5634119461220201,0.12164113627886473,0.06638422441873526,0.439610763707698,0.3797730455898576,0.5012274891019314,0.024626499833724086,0.3797730455898576,1.1555053966598758,1.1555053966598758,-0.09521237322662865,4.0,4,0.15677756912384153,0.15677756912384153,0,1,1,1,stop_early,multimodal,numpy_ibc_linear_feature_ebm,1,
