seed,baseline,mean_utility,success_rate,invalid_rate,mean_action_x
0,explicit_mse_regression,-1.507475090586745,0.0,1.0,0.040659105186728994
1,explicit_mse_regression,-1.5438417940463214,0.0,1.0,0.0046713476368970275
2,explicit_mse_regression,-1.5444255656661776,0.0,1.0,-0.002688686271855353
