seed,policy,N,refinement_steps,energy_evaluations,latency_proxy,selected_real_utility,selected_energy,utility_per_energy_eval,stop_rule
1,sample_only,1,0,1,1.0,0.6255664978017001,-1.719488011416029,0.6255664978017001,continue
1,cem_like_topk_refinement,1,1,2,2.0,-1.1295132520604578,-2.7372816743965895,-0.5647566260302289,continue
1,langevin_like_refinement,1,1,2,2.0,0.6361273784822409,-1.7586361813218325,0.31806368924112044,continue
1,sample_only,2,0,2,2.0,0.25213210811365644,-2.1674484958034648,0.12606605405682822,continue
1,cem_like_topk_refinement,2,1,4,4.0,-1.2359830722684793,-2.8754389987985185,-0.3089957680671198,continue
1,langevin_like_refinement,2,1,4,4.0,0.26064147710379915,-2.19581171616424,0.06516036927594979,continue
1,sample_only,4,0,4,4.0,-0.39845101420305107,-2.5468972365189173,-0.09961275355076277,continue
1,cem_like_topk_refinement,4,1,8,8.0,-1.2873281194092858,-2.9577271444687883,-0.16091601492616073,continue
1,langevin_like_refinement,4,1,8,8.0,-0.3892728414641091,-2.5630808037547297,-0.04865910518301364,continue
1,sample_only,8,0,8,8.0,-1.0187233952851784,-2.829551264445645,-0.1273404244106473,continue
1,cem_like_topk_refinement,8,1,16,16.0,-1.2994627837050643,-3.008247513068695,-0.08121642398156652,continue
1,langevin_like_refinement,8,1,16,16.0,-1.00828240399822,-2.8359943830422956,-0.06301765024988874,continue
1,sample_only,16,0,16,16.0,-1.3068191365339326,-2.980087979848659,-0.08167619603337078,continue
1,cem_like_topk_refinement,16,1,32,32.0,-1.2944541390487614,-3.0415124562079154,-0.04045169184527379,continue
1,langevin_like_refinement,16,1,32,32.0,-1.2973615399184242,-2.980440612666587,-0.040542548122450756,continue
1,sample_only,32,0,32,32.0,-1.3489136110897115,-3.0389530291454308,-0.042153550346553485,stop_early
1,cem_like_topk_refinement,32,1,64,64.0,-1.2928934781167758,-3.0649785119381456,-0.020201460595574622,stop_early
1,langevin_like_refinement,32,1,64,64.0,-1.339909129067499,-3.035584174036889,-0.02093608014167967,stop_early
1,sample_only,64,0,64,64.0,-1.3394575571166512,-3.066833675197502,-0.020929024329947674,stop_early
1,cem_like_topk_refinement,64,1,128,128.0,-1.3060817477326483,-3.082220360306445,-0.010203763654161315,stop_early
1,langevin_like_refinement,64,1,128,128.0,-1.325211073501177,-3.061123149987888,-0.010353211511727946,stop_early
1,sample_only,128,0,128,128.0,-1.321251921628134,-3.0832936658864476,-0.010322280637719797,stop_early
1,cem_like_topk_refinement,128,1,256,256.0,-1.3211327253649494,-3.09564080964076,-0.005160674708456834,stop_early
1,langevin_like_refinement,128,1,256,256.0,-1.2953010476149556,-3.077485544222861,-0.00505976971724592,stop_early
2,sample_only,1,0,1,1.0,0.6570864045977445,-1.7279879277947356,0.6570864045977445,continue
2,cem_like_topk_refinement,1,1,2,2.0,-1.1645576891495368,-2.742661223260834,-0.5822788445747684,continue
2,langevin_like_refinement,1,1,2,2.0,0.6629290872483528,-1.7666816307278728,0.3314645436241764,continue
2,sample_only,2,0,2,2.0,0.2748994487971774,-2.1746628346331645,0.1374497243985887,continue
2,cem_like_topk_refinement,2,1,4,4.0,-1.2703104193983774,-2.878348767883044,-0.31757760484959435,continue
2,langevin_like_refinement,2,1,4,4.0,0.27724629854731275,-2.2027967825779373,0.06931157463682819,continue
2,sample_only,4,0,4,4.0,-0.3881606088188014,-2.555651408599413,-0.09704015220470034,continue
2,cem_like_topk_refinement,4,1,8,8.0,-1.317796478053187,-2.960211463888493,-0.16472455975664838,continue
2,langevin_like_refinement,4,1,8,8.0,-0.3860307821228068,-2.572499862412141,-0.04825384776535085,continue
2,sample_only,8,0,8,8.0,-1.0284271440033665,-2.836175380061223,-0.12855339300042082,continue
2,cem_like_topk_refinement,8,1,16,16.0,-1.3264004035343406,-3.011458615054609,-0.08290002522089629,continue
2,langevin_like_refinement,8,1,16,16.0,-1.023633088880683,-2.8448761799753024,-0.06397706805504269,continue
2,sample_only,16,0,16,16.0,-1.3295662096368024,-2.982928885266027,-0.08309788810230015,continue
2,cem_like_topk_refinement,16,1,32,32.0,-1.3175371716181157,-3.0448556159571356,-0.041173036613066115,continue
2,langevin_like_refinement,16,1,32,32.0,-1.3206116198635787,-2.9871061374138708,-0.04126911312073683,continue
2,sample_only,32,0,32,32.0,-1.3792942902461363,-3.0392226576265946,-0.04310294657019176,stop_early
2,cem_like_topk_refinement,32,1,64,64.0,-1.3088200540517014,-3.0670318754279497,-0.020450313344557835,stop_early
2,langevin_like_refinement,32,1,64,64.0,-1.3649336772596148,-3.0411251348851387,-0.02132708870718148,stop_early
2,sample_only,64,0,64,64.0,-1.3752171946894578,-3.0662486743686377,-0.021487768667022778,stop_early
2,cem_like_topk_refinement,64,1,128,128.0,-1.308467120618663,-3.08256737877179,-0.010222399379833306,stop_early
2,langevin_like_refinement,64,1,128,128.0,-1.3504903615435924,-3.067235663016732,-0.010550705949559315,stop_early
2,sample_only,128,0,128,128.0,-1.3546308845113055,-3.084627402064851,-0.010583053785244574,stop_early
2,cem_like_topk_refinement,128,1,256,256.0,-1.3071142597162837,-3.094920321493029,-0.005105915077016733,stop_early
2,langevin_like_refinement,128,1,256,256.0,-1.3169515992712753,-3.0849975084688097,-0.005144342184653419,stop_early
